servicedate,stationname,validations
12/18/2019,Roxbury Crossing,4840
12/18/2019,Ruggles,7711
12/18/2019,Savin Hill,2188
12/18/2019,Science Park,472
12/18/2019,Shawmut,2209
12/18/2019,South Station,25193
12/18/2019,State Street,14577
12/18/2019,Stony Brook,3447
12/18/2019,Suffolk Downs,736
12/18/2019,Sullivan Square,8160
12/18/2019,Symphony,1674
12/18/2019,Tufts Medical Center,6177
12/18/2019,Wellington,7213
12/18/2019,Wollaston,3362
12/18/2019,Wonderland,6896
12/18/2019,Wood Island,2094
12/18/2019,World Trade Center,600
12/19/2019,Airport,7172
12/19/2019,Alewife,10754
12/19/2019,Andrew,5052
12/19/2019,Aquarium,4301
12/19/2019,Arlington,6854
12/19/2019,Ashmont,8264
12/19/2019,Assembly,4127
12/19/2019,Back Bay,16835
12/19/2019,Beachmont,3106
12/19/2019,Bowdoin,2281
12/19/2019,Boylston,5326
12/19/2019,Braintree,4578
12/19/2019,Broadway,6092
12/19/2019,Central,14095
12/19/2019,Charles/MGH,10236
12/19/2019,Chinatown,5363
12/19/2019,Community College,3122
12/19/2019,Copley,11612
12/19/2019,Courthouse,3803
12/19/2019,Davis,10797
12/19/2019,Downtown Crossing,25213
12/19/2019,Fields Corner,4618
12/19/2019,Forest Hills,12294
12/19/2019,Government Center,7461
12/19/2019,Green Street,2570
12/19/2019,Harvard,16602
12/19/2019,Haymarket,9532
12/19/2019,Hynes Convention Center,7393
12/19/2019,Jackson Square,4977
12/19/2019,JFK/Umass,6789
12/19/2019,Kendall/MIT,16950
12/19/2019,Kenmore,6686
12/19/2019,Lechmere,5795
12/19/2019,Malden Center,10263
12/19/2019,Massachusetts Ave.,5093
12/19/2019,Maverick,11017
12/19/2019,North Quincy,5567
12/19/2019,North Station,20765
12/19/2019,Oak Grove,6484
12/19/2019,Orient Heights,4014
12/19/2019,Park Street,15573
12/19/2019,Porter,8547
12/19/2019,Prudential,3769
12/19/2019,Quincy Adams,3759
12/19/2019,Quincy Center,7107
12/19/2019,Revere Beach,2818
12/19/2019,Riverside,1180
12/19/2019,Roxbury Crossing,3898
12/19/2019,Ruggles,7348
12/19/2019,Savin Hill,2033
12/19/2019,Science Park,489
12/19/2019,Shawmut,2076
12/19/2019,South Station,24498
12/19/2019,State Street,14287
12/19/2019,Stony Brook,3301
12/19/2019,Suffolk Downs,601
12/19/2019,Sullivan Square,7893
12/19/2019,Symphony,1732
12/19/2019,Tufts Medical Center,6168
12/19/2019,Wellington,7135
12/19/2019,Wollaston,3258
12/19/2019,Wonderland,6687
12/19/2019,Wood Island,1880
12/19/2019,World Trade Center,796
12/20/2019,Airport,7261
12/20/2019,Alewife,9277
12/20/2019,Andrew,5190
12/20/2019,Aquarium,4340
12/20/2019,Arlington,6184
12/20/2019,Ashmont,7413
12/20/2019,Assembly,4166
12/20/2019,Back Bay,14743
12/20/2019,Beachmont,3161
12/20/2019,Bowdoin,2222
12/20/2019,Boylston,5538
12/20/2019,Braintree,4107
12/20/2019,Broadway,5412
12/20/2019,Central,14137
12/20/2019,Charles/MGH,9429
12/20/2019,Chinatown,5617
12/20/2019,Community College,2542
12/20/2019,Copley,11362
12/20/2019,Courthouse,3223
12/20/2019,Davis,9618
12/20/2019,Downtown Crossing,24314
12/20/2019,Fields Corner,4919
12/20/2019,Forest Hills,12001
12/20/2019,Government Center,7034
12/20/2019,Green Street,2922
12/20/2019,Harvard,15532
12/20/2019,Haymarket,10803
12/20/2019,Hynes Convention Center,6958
12/20/2019,Jackson Square,4835
12/20/2019,JFK/Umass,5790
12/20/2019,Kendall/MIT,14119
12/20/2019,Kenmore,6220
12/20/2019,Lechmere,5805
12/20/2019,Malden Center,9863
12/20/2019,Massachusetts Ave.,4961
12/20/2019,Maverick,11352
12/20/2019,North Quincy,5212
12/20/2019,North Station,18650
12/20/2019,Oak Grove,5955
12/20/2019,Orient Heights,4302
12/20/2019,Park Street,15276
12/20/2019,Porter,7860
12/20/2019,Prudential,3752
12/20/2019,Quincy Adams,3314
12/20/2019,Quincy Center,6575
12/20/2019,Revere Beach,2935
12/20/2019,Riverside,1253
12/20/2019,Roxbury Crossing,4015
12/20/2019,Ruggles,7178
12/20/2019,Savin Hill,2102
12/20/2019,Science Park,429
12/20/2019,Shawmut,2026
12/20/2019,South Station,21864
12/20/2019,State Street,12831
12/20/2019,Stony Brook,3177
12/20/2019,Suffolk Downs,742
12/20/2019,Sullivan Square,7584
12/20/2019,Symphony,1637
12/20/2019,Tufts Medical Center,5760
12/20/2019,Wellington,6550
12/20/2019,Wollaston,2989
12/20/2019,Wonderland,6270
12/20/2019,Wood Island,1953
12/20/2019,World Trade Center,650
12/21/2019,Airport,4716
12/21/2019,Alewife,4061
12/21/2019,Andrew,2609
12/21/2019,Aquarium,2657
12/21/2019,Arlington,2627
12/21/2019,Ashmont,3121
12/21/2019,Assembly,3125
12/21/2019,Back Bay,6244
12/21/2019,Beachmont,1695
12/21/2019,Bowdoin,595
12/21/2019,Boylston,3664
12/21/2019,Braintree,1711
12/21/2019,Broadway,2303
12/21/2019,Central,7028
12/21/2019,Charles/MGH,2780
12/21/2019,Chinatown,3377
12/21/2019,Community College,1067
12/21/2019,Copley,7245
12/21/2019,Courthouse,1172
12/21/2019,Davis,4253
12/21/2019,Downtown Crossing,11552
12/21/2019,Fields Corner,2519
12/21/2019,Forest Hills,5427
12/21/2019,Government Center,2874
12/21/2019,Green Street,1033
12/21/2019,Harvard,8271
12/21/2019,Haymarket,7421
12/21/2019,Hynes Convention Center,4396
12/21/2019,Jackson Square,2521
12/21/2019,JFK/Umass,2351
12/21/2019,Kendall/MIT,3866
12/21/2019,Kenmore,5228
12/21/2019,Lechmere,3683
12/21/2019,Malden Center,4892
12/21/2019,Massachusetts Ave.,2219
12/21/2019,Maverick,7218
12/21/2019,North Quincy,2072
12/21/2019,North Station,7462
12/21/2019,Oak Grove,2391
12/21/2019,Orient Heights,2521
12/21/2019,Park Street,8297
12/21/2019,Porter,3404
12/21/2019,Prudential,2571
12/21/2019,Quincy Adams,1194
12/21/2019,Quincy Center,3054
12/21/2019,Revere Beach,1892
12/21/2019,Riverside,533
12/21/2019,Roxbury Crossing,1505
12/21/2019,Ruggles,2696
12/21/2019,Savin Hill,866
12/21/2019,Science Park,313
12/21/2019,Shawmut,823
12/21/2019,South Station,6666
12/21/2019,State Street,4666
12/21/2019,Stony Brook,1414
12/21/2019,Suffolk Downs,436
12/21/2019,Sullivan Square,4198
12/21/2019,Symphony,1045
12/21/2019,Tufts Medical Center,2446
12/21/2019,Wellington,3181
12/21/2019,Wollaston,1249
12/21/2019,Wonderland,3332
12/21/2019,Wood Island,1160
12/21/2019,World Trade Center,215
12/22/2019,Airport,4114
12/22/2019,Alewife,3304
12/22/2019,Andrew,1942
12/22/2019,Aquarium,2265
12/22/2019,Arlington,1934
12/22/2019,Ashmont,2433
12/22/2019,Assembly,2682
12/22/2019,Back Bay,4993
12/22/2019,Beachmont,1396
12/22/2019,Bowdoin,481
12/22/2019,Boylston,3096
12/22/2019,Braintree,1361
12/22/2019,Broadway,1796
12/22/2019,Central,5644
12/22/2019,Charles/MGH,2240
12/22/2019,Chinatown,2931
12/22/2019,Community College,912
12/22/2019,Copley,5795
12/22/2019,Courthouse,974
12/22/2019,Davis,3617
12/22/2019,Downtown Crossing,9490
12/22/2019,Fields Corner,2013
12/22/2019,Forest Hills,4273
12/22/2019,Government Center,2220
12/22/2019,Green Street,720
12/22/2019,Harvard,7131
12/22/2019,Haymarket,4897
12/22/2019,Hynes Convention Center,3696
12/22/2019,Jackson Square,1969
12/22/2019,JFK/Umass,1932
12/22/2019,Kendall/MIT,2615
12/22/2019,Kenmore,4044
12/22/2019,Lechmere,2979
12/22/2019,Malden Center,3693
12/22/2019,Massachusetts Ave.,1894
12/22/2019,Maverick,5678
12/22/2019,North Quincy,1830
12/22/2019,North Station,6669
12/22/2019,Oak Grove,1992
12/22/2019,Orient Heights,1947
12/22/2019,Park Street,6857
12/22/2019,Porter,3006
12/22/2019,Prudential,2011
12/22/2019,Quincy Adams,981
12/22/2019,Quincy Center,2380
12/22/2019,Revere Beach,1522
12/22/2019,Riverside,416
12/22/2019,Roxbury Crossing,1201
12/22/2019,Ruggles,2025
12/22/2019,Savin Hill,722
12/22/2019,Science Park,313
12/22/2019,Shawmut,678
12/22/2019,South Station,5419
12/22/2019,State Street,3853
12/22/2019,Stony Brook,1086
12/22/2019,Suffolk Downs,384
12/22/2019,Sullivan Square,3097
12/22/2019,Symphony,645
12/22/2019,Tufts Medical Center,2064
12/22/2019,Wellington,2612
12/22/2019,Wollaston,1122
12/22/2019,Wonderland,2774
12/22/2019,Wood Island,936
12/22/2019,World Trade Center,191
12/23/2019,Airport,6132
12/23/2019,Alewife,7804
12/23/2019,Andrew,4448
12/23/2019,Aquarium,4013
12/23/2019,Arlington,4381
12/23/2019,Ashmont,7059
12/23/2019,Assembly,4539
12/23/2019,Back Bay,12049
12/23/2019,Beachmont,2839
12/23/2019,Bowdoin,2009
12/23/2019,Boylston,3586
12/23/2019,Braintree,3941
12/23/2019,Broadway,4128
12/23/2019,Central,10241
12/23/2019,Charles/MGH,7793
12/23/2019,Chinatown,4355
12/23/2019,Community College,1976
12/23/2019,Copley,9122
12/23/2019,Courthouse,2022
12/23/2019,Davis,6061
12/23/2019,Downtown Crossing,22427
12/23/2019,Fields Corner,3539
12/23/2019,Forest Hills,9680
12/23/2019,Government Center,5756
12/23/2019,Green Street,2049
12/23/2019,Harvard,11933
12/23/2019,Haymarket,9041
12/23/2019,Hynes Convention Center,5235
12/23/2019,Jackson Square,4191
12/23/2019,JFK/Umass,4096
12/23/2019,Kendall/MIT,8471
12/23/2019,Kenmore,3979
12/23/2019,Lechmere,5104
12/23/2019,Malden Center,8825
12/23/2019,Massachusetts Ave.,3822
12/23/2019,Maverick,9628
12/23/2019,North Quincy,4540
12/23/2019,North Station,14414
12/23/2019,Oak Grove,5114
12/23/2019,Orient Heights,3586
12/23/2019,Park Street,13132
12/23/2019,Porter,5144
12/23/2019,Prudential,2580
12/23/2019,Quincy Adams,3039
12/23/2019,Quincy Center,5924
12/23/2019,Revere Beach,2763
12/23/2019,Riverside,1086
12/23/2019,Roxbury Crossing,2396
12/23/2019,Ruggles,5099
12/23/2019,Savin Hill,1567
12/23/2019,Science Park,535
12/23/2019,Shawmut,1765
12/23/2019,South Station,15895
12/23/2019,State Street,11026
12/23/2019,Stony Brook,2328
12/23/2019,Suffolk Downs,644
12/23/2019,Sullivan Square,6587
12/23/2019,Symphony,1130
12/23/2019,Tufts Medical Center,4196
12/23/2019,Wellington,5761
12/23/2019,Wollaston,2707
12/23/2019,Wonderland,5787
12/23/2019,Wood Island,1668
12/23/2019,World Trade Center,537
12/24/2019,Airport,4948
12/24/2019,Alewife,4217
12/24/2019,Andrew,3425
12/24/2019,Aquarium,2134
12/24/2019,Arlington,2668
12/24/2019,Ashmont,5452
12/24/2019,Assembly,2782
12/24/2019,Back Bay,7592
12/24/2019,Beachmont,2211
12/24/2019,Bowdoin,1381
12/24/2019,Boylston,2959
12/24/2019,Braintree,2379
12/24/2019,Broadway,2555
12/24/2019,Central,6631
12/24/2019,Charles/MGH,5267
12/24/2019,Chinatown,3823
12/24/2019,Community College,1194
12/24/2019,Copley,5914
12/24/2019,Courthouse,1162
12/24/2019,Davis,3861
12/24/2019,Downtown Crossing,15408
12/24/2019,Fields Corner,2730
12/24/2019,Forest Hills,7333
12/24/2019,Government Center,3517
12/24/2019,Green Street,1329
12/24/2019,Harvard,7157
12/24/2019,Haymarket,5878
12/24/2019,Hynes Convention Center,3220
12/24/2019,Jackson Square,3259
12/24/2019,JFK/Umass,2941
12/24/2019,Kendall/MIT,3628
12/24/2019,Kenmore,2679
12/24/2019,Lechmere,3521
12/24/2019,Malden Center,6497
12/24/2019,Massachusetts Ave.,2758
12/24/2019,Maverick,7261
12/24/2019,North Quincy,3280
12/24/2019,North Station,6564
12/24/2019,Oak Grove,2939
12/24/2019,Orient Heights,2607
12/24/2019,Park Street,8478
12/24/2019,Porter,3103
12/24/2019,Prudential,2006
12/24/2019,Quincy Adams,1804
12/24/2019,Quincy Center,4374
12/24/2019,Revere Beach,2048
12/24/2019,Riverside,527
12/24/2019,Roxbury Crossing,1782
12/24/2019,Ruggles,3631
12/24/2019,Savin Hill,1138
12/24/2019,Science Park,151
12/24/2019,Shawmut,1381
12/24/2019,South Station,10113
12/24/2019,State Street,7246
12/24/2019,Stony Brook,1618
12/24/2019,Suffolk Downs,495
12/24/2019,Sullivan Square,4537
12/24/2019,Symphony,775
12/24/2019,Tufts Medical Center,3099
12/24/2019,Wellington,3947
12/24/2019,Wollaston,1969
12/24/2019,Wonderland,4106
12/24/2019,Wood Island,1238
12/24/2019,World Trade Center,315
12/25/2019,Airport,2481
12/25/2019,Alewife,1198
12/25/2019,Andrew,914
12/25/2019,Aquarium,858
12/25/2019,Arlington,695
12/25/2019,Ashmont,1439
12/25/2019,Assembly,473
12/25/2019,Back Bay,1679
12/25/2019,Beachmont,627
12/25/2019,Bowdoin,219
12/25/2019,Boylston,1942
12/25/2019,Braintree,531
12/25/2019,Broadway,617
12/25/2019,Central,2400
12/25/2019,Charles/MGH,1183
12/25/2019,Chinatown,2324
12/25/2019,Community College,373
12/25/2019,Copley,1500
12/25/2019,Courthouse,267
12/25/2019,Davis,1103
12/25/2019,Downtown Crossing,2737
12/25/2019,Fields Corner,822
12/25/2019,Forest Hills,1996
12/25/2019,Government Center,1071
12/25/2019,Green Street,368
12/25/2019,Harvard,2684
12/25/2019,Haymarket,1666
12/25/2019,Hynes Convention Center,856
12/25/2019,Jackson Square,915
12/25/2019,JFK/Umass,823
12/25/2019,Kendall/MIT,1261
12/25/2019,Kenmore,1012
12/25/2019,Lechmere,585
12/25/2019,Malden Center,1739
12/25/2019,Massachusetts Ave.,929
12/25/2019,Maverick,2223
12/25/2019,North Quincy,917
12/25/2019,North Station,1518
12/25/2019,Oak Grove,705
12/25/2019,Orient Heights,758
12/25/2019,Park Street,2767
12/25/2019,Porter,903
12/25/2019,Prudential,489
12/25/2019,Quincy Adams,356
12/25/2019,Quincy Center,1324
12/25/2019,Revere Beach,729
12/25/2019,Riverside,156
12/25/2019,Roxbury Crossing,589
12/25/2019,Ruggles,1064
12/25/2019,Savin Hill,331
12/25/2019,Science Park,45
12/25/2019,Shawmut,271
12/25/2019,South Station,3498
12/25/2019,State Street,1257
12/25/2019,Stony Brook,417
12/25/2019,Suffolk Downs,156
12/25/2019,Sullivan Square,1393
12/25/2019,Symphony,263
12/25/2019,Tufts Medical Center,932
12/25/2019,Wellington,1267
12/25/2019,Wollaston,712
12/25/2019,Wonderland,1297
12/25/2019,Wood Island,466
12/25/2019,World Trade Center,72
12/26/2019,Airport,6154
12/26/2019,Alewife,5581
12/26/2019,Andrew,3487
12/26/2019,Aquarium,3241
12/26/2019,Arlington,3118
12/26/2019,Ashmont,5484
12/26/2019,Assembly,3391
12/26/2019,Back Bay,8088
12/26/2019,Beachmont,2305
12/26/2019,Bowdoin,1497
12/26/2019,Boylston,3349
12/26/2019,Braintree,3069
12/26/2019,Broadway,2650
12/26/2019,Central,6837
12/26/2019,Charles/MGH,5575
12/26/2019,Chinatown,4088
12/26/2019,Community College,1254
12/26/2019,Copley,7316
12/26/2019,Courthouse,1627
12/26/2019,Davis,4374
12/26/2019,Downtown Crossing,15540
12/26/2019,Fields Corner,3109
12/26/2019,Forest Hills,7552
12/26/2019,Government Center,4392
12/26/2019,Green Street,1314
12/26/2019,Harvard,8362
12/26/2019,Haymarket,6967
12/26/2019,Hynes Convention Center,3845
12/26/2019,Jackson Square,3352
12/26/2019,JFK/Umass,3060
12/26/2019,Kendall/MIT,5023
12/26/2019,Kenmore,3210
12/26/2019,Lechmere,3586
12/26/2019,Malden Center,6734
12/26/2019,Massachusetts Ave.,2691
12/26/2019,Maverick,7788
12/26/2019,North Quincy,3462
12/26/2019,North Station,9595
12/26/2019,Oak Grove,3518
12/26/2019,Orient Heights,2881
12/26/2019,Park Street,8914
12/26/2019,Porter,3202
12/26/2019,Prudential,2453
12/26/2019,Quincy Adams,2160
12/26/2019,Quincy Center,4429
12/26/2019,Revere Beach,2420
12/26/2019,Riverside,837
12/26/2019,Roxbury Crossing,1847
12/26/2019,Ruggles,3960
12/26/2019,Savin Hill,1190
12/26/2019,Science Park,510
12/26/2019,Shawmut,1172
12/26/2019,South Station,12247
12/26/2019,State Street,7645
12/26/2019,Stony Brook,1722
12/26/2019,Suffolk Downs,572
12/26/2019,Sullivan Square,4856
12/26/2019,Symphony,774
12/26/2019,Tufts Medical Center,3578
12/26/2019,Wellington,4574
12/26/2019,Wollaston,2067
12/26/2019,Wonderland,4762
12/26/2019,Wood Island,1525
12/26/2019,World Trade Center,404
12/27/2019,Airport,6639
12/27/2019,Alewife,6380
12/27/2019,Andrew,3999
12/27/2019,Aquarium,4168
12/27/2019,Arlington,3794
12/27/2019,Ashmont,5953
12/27/2019,Assembly,3616
12/27/2019,Back Bay,10014
12/27/2019,Beachmont,2287
12/27/2019,Bowdoin,1664
12/27/2019,Boylston,3901
12/27/2019,Braintree,3652
12/27/2019,Broadway,3389
12/27/2019,Central,7888
12/27/2019,Charles/MGH,6609
12/27/2019,Chinatown,4465
12/27/2019,Community College,1425
12/27/2019,Copley,7999
12/27/2019,Courthouse,1886
12/27/2019,Davis,5232
12/27/2019,Downtown Crossing,17243
12/27/2019,Fields Corner,3454
12/27/2019,Forest Hills,8207
12/27/2019,Government Center,5150
12/27/2019,Green Street,1676
12/27/2019,Harvard,10057
12/27/2019,Haymarket,9281
12/27/2019,Hynes Convention Center,4389
12/27/2019,Jackson Square,3791
12/27/2019,JFK/Umass,3527
12/27/2019,Kendall/MIT,6395
12/27/2019,Kenmore,3879
12/27/2019,Lechmere,4106
12/27/2019,Malden Center,7411
12/27/2019,Massachusetts Ave.,3164
12/27/2019,Maverick,8971
12/27/2019,North Quincy,3754
12/27/2019,North Station,12616
12/27/2019,Oak Grove,4151
12/27/2019,Orient Heights,3446
12/27/2019,Park Street,10703
12/27/2019,Porter,4028
12/27/2019,Prudential,2776
12/27/2019,Quincy Adams,2637
12/27/2019,Quincy Center,5048
12/27/2019,Revere Beach,2639
12/27/2019,Riverside,1123
12/27/2019,Roxbury Crossing,2046
12/27/2019,Ruggles,4227
12/27/2019,Savin Hill,1363
12/27/2019,Science Park,831
12/27/2019,Shawmut,1374
12/27/2019,South Station,13826
12/27/2019,State Street,8667
12/27/2019,Stony Brook,1992
12/27/2019,Suffolk Downs,646
12/27/2019,Sullivan Square,5893
12/27/2019,Symphony,866
12/27/2019,Tufts Medical Center,4074
12/27/2019,Wellington,5309
12/27/2019,Wollaston,2383
12/27/2019,Wonderland,5220
12/27/2019,Wood Island,1586
12/27/2019,World Trade Center,446
12/28/2019,Airport,5431
12/28/2019,Alewife,4392
12/28/2019,Andrew,2651
12/28/2019,Aquarium,3095
12/28/2019,Arlington,2616
12/28/2019,Ashmont,3513
12/28/2019,Assembly,2970
12/28/2019,Back Bay,6526
12/28/2019,Beachmont,1715
12/28/2019,Bowdoin,565
12/28/2019,Boylston,3227
12/28/2019,Braintree,2099
12/28/2019,Broadway,2105
12/28/2019,Central,5969
12/28/2019,Charles/MGH,2897
12/28/2019,Chinatown,3485
12/28/2019,Community College,1122
12/28/2019,Copley,7165
12/28/2019,Courthouse,1291
12/28/2019,Davis,3936
12/28/2019,Downtown Crossing,11272
12/28/2019,Fields Corner,2406
12/28/2019,Forest Hills,5382
12/28/2019,Government Center,3072
12/28/2019,Green Street,1098
12/28/2019,Harvard,8786
12/28/2019,Haymarket,8374
12/28/2019,Hynes Convention Center,3269
12/28/2019,Jackson Square,2469
12/28/2019,JFK/Umass,2291
12/28/2019,Kendall/MIT,3340
12/28/2019,Kenmore,4847
12/28/2019,Lechmere,3124
12/28/2019,Malden Center,4899
12/28/2019,Massachusetts Ave.,2197
12/28/2019,Maverick,6790
12/28/2019,North Quincy,2236
12/28/2019,North Station,8555
12/28/2019,Oak Grove,2678
12/28/2019,Orient Heights,2448
12/28/2019,Park Street,8643
12/28/2019,Porter,2964
12/28/2019,Prudential,2917
12/28/2019,Quincy Adams,1429
12/28/2019,Quincy Center,3108
12/28/2019,Revere Beach,1913
12/28/2019,Riverside,649
12/28/2019,Roxbury Crossing,1270
12/28/2019,Ruggles,2562
12/28/2019,Savin Hill,933
12/28/2019,Science Park,518
12/28/2019,Shawmut,798
12/28/2019,South Station,7179
12/28/2019,State Street,4294
12/28/2019,Stony Brook,1388
12/28/2019,Suffolk Downs,459
12/28/2019,Sullivan Square,4075
12/28/2019,Symphony,999
12/28/2019,Tufts Medical Center,2142
12/28/2019,Wellington,3559
12/28/2019,Wollaston,1631
12/28/2019,Wonderland,3552
12/28/2019,Wood Island,1208
12/28/2019,World Trade Center,244
12/29/2019,Airport,4693
12/29/2019,Alewife,3061
12/29/2019,Andrew,895
12/29/2019,Aquarium,2529
12/29/2019,Arlington,2043
12/29/2019,Ashmont,2609
12/29/2019,Assembly,2386
12/29/2019,Back Bay,4961
12/29/2019,Beachmont,1335
12/29/2019,Bowdoin,516
12/29/2019,Boylston,2818
12/29/2019,Braintree,1413
12/29/2019,Broadway,1666
12/29/2019,Central,5108
12/29/2019,Charles/MGH,2271
12/29/2019,Chinatown,2908
12/29/2019,Community College,885
12/29/2019,Copley,5662
12/29/2019,Courthouse,1023
12/29/2019,Davis,3178
12/29/2019,Downtown Crossing,8326
12/29/2019,Fields Corner,1828
12/29/2019,Forest Hills,3918
12/29/2019,Government Center,2116
12/29/2019,Green Street,802
12/29/2019,Harvard,6746
12/29/2019,Haymarket,4735
12/29/2019,Hynes Convention Center,3189
12/29/2019,Jackson Square,1884
12/29/2019,JFK/Umass,1854
12/29/2019,Kendall/MIT,2707
12/29/2019,Kenmore,2817
12/29/2019,Lechmere,2435
12/29/2019,Malden Center,3582
12/29/2019,Massachusetts Ave.,1703
12/29/2019,Maverick,5244
12/29/2019,North Quincy,1694
12/29/2019,North Station,7244
12/29/2019,Oak Grove,1839
12/29/2019,Orient Heights,1859
12/29/2019,Park Street,6567
12/29/2019,Porter,2390
12/29/2019,Prudential,2119
12/29/2019,Quincy Adams,997
12/29/2019,Quincy Center,2299
12/29/2019,Revere Beach,1469
