servicedate,stationname,validations
12/4/2019,Beachmont,3386
12/4/2019,Bowdoin,2556
12/4/2019,Boylston,6302
12/4/2019,Braintree,4532
12/4/2019,Broadway,6713
12/4/2019,Central,17159
12/4/2019,Charles/MGH,9146
12/4/2019,Chinatown,5688
12/4/2019,Community College,5299
12/4/2019,Copley,12496
12/4/2019,Courthouse,3624
12/4/2019,Davis,12564
12/4/2019,Downtown Crossing,25843
12/4/2019,Fields Corner,5263
12/4/2019,Forest Hills,12878
12/4/2019,Government Center,8206
12/4/2019,Green Street,3304
12/4/2019,Harvard,19163
12/4/2019,Haymarket,9493
12/4/2019,Hynes Convention Center,8285
12/4/2019,Jackson Square,5759
12/4/2019,JFK/Umass,9690
12/4/2019,Kendall/MIT,19979
12/4/2019,Kenmore,6734
12/4/2019,Lechmere,6209
12/4/2019,Malden Center,11733
12/4/2019,Massachusetts Ave.,6106
12/4/2019,Maverick,11981
12/4/2019,North Quincy,6189
12/4/2019,North Station,21935
12/4/2019,Oak Grove,6707
12/4/2019,Orient Heights,4758
12/4/2019,Park Street,18156
12/4/2019,Porter,9801
12/4/2019,Prudential,3817
12/4/2019,Quincy Adams,4196
12/4/2019,Quincy Center,7920
12/4/2019,Revere Beach,3176
12/4/2019,Riverside,1503
12/4/2019,Roxbury Crossing,5062
12/4/2019,Ruggles,10453
12/4/2019,Savin Hill,2293
12/4/2019,Science Park,745
12/4/2019,Shawmut,2223
12/4/2019,South Station,26447
12/4/2019,State Street,15050
12/4/2019,Stony Brook,3709
12/4/2019,Suffolk Downs,783
12/4/2019,Sullivan Square,8859
12/4/2019,Symphony,2116
12/4/2019,Tufts Medical Center,6597
12/4/2019,Wellington,8108
12/4/2019,Wollaston,3633
12/4/2019,Wonderland,7241
12/4/2019,Wood Island,1740
12/4/2019,World Trade Center,1043
12/5/2019,Airport,8042
12/5/2019,Alewife,12649
12/5/2019,Andrew,6005
12/5/2019,Aquarium,4608
12/5/2019,Arlington,7801
12/5/2019,Ashmont,9847
12/5/2019,Assembly,4411
12/5/2019,Back Bay,17253
12/5/2019,Beachmont,3572
12/5/2019,Bowdoin,2314
12/5/2019,Boylston,6759
12/5/2019,Braintree,4801
12/5/2019,Broadway,5737
12/5/2019,Central,17007
12/5/2019,Charles/MGH,11581
12/5/2019,Chinatown,5917
12/5/2019,Community College,5059
12/5/2019,Copley,12759
12/5/2019,Courthouse,3762
12/5/2019,Davis,13007
12/5/2019,Downtown Crossing,27475
12/5/2019,Fields Corner,5373
12/5/2019,Forest Hills,13529
12/5/2019,Government Center,8510
12/5/2019,Green Street,3215
12/5/2019,Harvard,19835
12/5/2019,Haymarket,10051
12/5/2019,Hynes Convention Center,8095
12/5/2019,Jackson Square,5566
12/5/2019,JFK/Umass,9879
12/5/2019,Kendall/MIT,20536
12/5/2019,Kenmore,7037
12/5/2019,Lechmere,6157
12/5/2019,Malden Center,11725
12/5/2019,Massachusetts Ave.,6102
12/5/2019,Maverick,12219
12/5/2019,North Quincy,6406
12/5/2019,North Station,20536
12/5/2019,Oak Grove,5139
12/5/2019,Orient Heights,4863
12/5/2019,Park Street,22236
12/5/2019,Porter,9851
12/5/2019,Prudential,3868
12/5/2019,Quincy Adams,4446
12/5/2019,Quincy Center,8222
12/5/2019,Revere Beach,3316
12/5/2019,Riverside,1606
12/5/2019,Roxbury Crossing,5259
12/5/2019,Ruggles,10177
12/5/2019,Savin Hill,2331
12/5/2019,Science Park,663
12/5/2019,Shawmut,2391
12/5/2019,South Station,25917
12/5/2019,State Street,15123
12/5/2019,Stony Brook,3742
12/5/2019,Suffolk Downs,802
12/5/2019,Sullivan Square,9005
12/5/2019,Symphony,2075
12/5/2019,Tufts Medical Center,6441
12/5/2019,Wellington,8475
12/5/2019,Wollaston,3739
12/5/2019,Wonderland,7437
12/5/2019,Wood Island,2168
12/5/2019,World Trade Center,1040
12/6/2019,Airport,8100
12/6/2019,Alewife,11392
12/6/2019,Andrew,5547
12/6/2019,Aquarium,4934
12/6/2019,Arlington,7182
12/6/2019,Ashmont,8625
12/6/2019,Assembly,4141
12/6/2019,Back Bay,16729
12/6/2019,Beachmont,3324
12/6/2019,Bowdoin,2033
12/6/2019,Boylston,6424
12/6/2019,Braintree,4423
12/6/2019,Broadway,5760
12/6/2019,Central,14949
12/6/2019,Charles/MGH,9669
12/6/2019,Chinatown,6114
12/6/2019,Community College,3763
12/6/2019,Copley,13085
12/6/2019,Courthouse,4001
12/6/2019,Davis,11598
12/6/2019,Downtown Crossing,25325
12/6/2019,Fields Corner,4961
12/6/2019,Forest Hills,12972
12/6/2019,Government Center,8848
12/6/2019,Green Street,2756
12/6/2019,Harvard,17119
12/6/2019,Haymarket,11493
12/6/2019,Hynes Convention Center,7893
12/6/2019,Jackson Square,5502
12/6/2019,JFK/Umass,8742
12/6/2019,Kendall/MIT,16985
12/6/2019,Kenmore,7246
12/6/2019,Lechmere,6310
12/6/2019,Malden Center,10913
12/6/2019,Massachusetts Ave.,5993
12/6/2019,Maverick,11978
12/6/2019,North Quincy,5564
12/6/2019,North Station,20103
12/6/2019,Oak Grove,5716
12/6/2019,Orient Heights,4667
12/6/2019,Park Street,19638
12/6/2019,Porter,8876
12/6/2019,Prudential,4045
12/6/2019,Quincy Adams,3818
12/6/2019,Quincy Center,6990
12/6/2019,Revere Beach,3179
12/6/2019,Riverside,1570
12/6/2019,Roxbury Crossing,4983
12/6/2019,Ruggles,9579
12/6/2019,Savin Hill,2264
12/6/2019,Science Park,958
12/6/2019,Shawmut,2263
12/6/2019,South Station,22912
12/6/2019,State Street,12905
12/6/2019,Stony Brook,3691
12/6/2019,Suffolk Downs,840
12/6/2019,Sullivan Square,8470
12/6/2019,Symphony,2228
12/6/2019,Tufts Medical Center,6787
12/6/2019,Wellington,7382
12/6/2019,Wollaston,3372
12/6/2019,Wonderland,7034
12/6/2019,Wood Island,2084
12/6/2019,World Trade Center,1201
12/7/2019,Airport,5235
12/7/2019,Aquarium,3229
12/7/2019,Arlington,3433
12/7/2019,Assembly,2923
12/7/2019,Back Bay,7118
12/7/2019,Beachmont,1813
12/7/2019,Bowdoin,687
12/7/2019,Boylston,4695
12/7/2019,Broadway,8
12/7/2019,Chinatown,4162
12/7/2019,Community College,1525
12/7/2019,Copley,8809
12/7/2019,Courthouse,981
12/7/2019,Downtown Crossing,9188
12/7/2019,Forest Hills,6121
12/7/2019,Government Center,6850
12/7/2019,Green Street,1398
12/7/2019,Harvard,71
12/7/2019,Haymarket,7978
12/7/2019,Hynes Convention Center,6871
12/7/2019,Jackson Square,2839
12/7/2019,Kenmore,7690
12/7/2019,Lechmere,4190
12/7/2019,Malden Center,5179
12/7/2019,Massachusetts Ave.,3367
12/7/2019,Maverick,7609
12/7/2019,North Station,8400
12/7/2019,Oak Grove,2532
12/7/2019,Orient Heights,2555
12/7/2019,Park Street,11692
12/7/2019,Prudential,3103
12/7/2019,Revere Beach,1971
12/7/2019,Riverside,672
12/7/2019,Roxbury Crossing,2067
12/7/2019,Ruggles,4299
12/7/2019,Science Park,619
12/7/2019,State Street,4857
12/7/2019,Stony Brook,1888
12/7/2019,Suffolk Downs,477
12/7/2019,Sullivan Square,4685
12/7/2019,Symphony,1625
12/7/2019,Tufts Medical Center,3179
12/7/2019,Wellington,3680
12/7/2019,Wonderland,3436
12/7/2019,Wood Island,1234
12/7/2019,World Trade Center,293
12/8/2019,Airport,4474
12/8/2019,Aquarium,2201
12/8/2019,Arlington,2343
12/8/2019,Assembly,1890
12/8/2019,Back Bay,4984
12/8/2019,Beachmont,1327
12/8/2019,Bowdoin,514
12/8/2019,Boylston,3929
12/8/2019,Central,217
12/8/2019,Chinatown,2949
12/8/2019,Community College,985
12/8/2019,Copley,5880
12/8/2019,Courthouse,727
12/8/2019,Downtown Crossing,5585
12/8/2019,Forest Hills,4155
12/8/2019,Government Center,5062
12/8/2019,Green Street,925
12/8/2019,Harvard,53
12/8/2019,Haymarket,3891
12/8/2019,Hynes Convention Center,4683
12/8/2019,Jackson Square,2117
12/8/2019,Kenmore,4898
12/8/2019,Lechmere,2631
12/8/2019,Malden Center,3523
12/8/2019,Massachusetts Ave.,2228
12/8/2019,Maverick,5584
12/8/2019,North Station,5963
12/8/2019,Oak Grove,1587
12/8/2019,Orient Heights,1830
12/8/2019,Park Street,7294
12/8/2019,Prudential,2086
12/8/2019,Revere Beach,1498
12/8/2019,Riverside,406
12/8/2019,Roxbury Crossing,1491
12/8/2019,Ruggles,3140
12/8/2019,Science Park,416
12/8/2019,South Station,30
12/8/2019,State Street,3571
12/8/2019,Stony Brook,1170
12/8/2019,Suffolk Downs,334
12/8/2019,Sullivan Square,3245
12/8/2019,Symphony,1191
12/8/2019,Tufts Medical Center,2463
12/8/2019,Wellington,2515
12/8/2019,Wonderland,2508
12/8/2019,Wood Island,948
12/8/2019,World Trade Center,165
12/9/2019,Airport,7479
12/9/2019,Alewife,10846
12/9/2019,Andrew,5451
12/9/2019,Aquarium,4245
12/9/2019,Arlington,7237
12/9/2019,Ashmont,8748
12/9/2019,Assembly,3688
12/9/2019,Back Bay,16751
12/9/2019,Beachmont,3202
12/9/2019,Bowdoin,2378
12/9/2019,Boylston,5261
12/9/2019,Braintree,4335
12/9/2019,Broadway,6008
12/9/2019,Central,14843
12/9/2019,Charles/MGH,10376
12/9/2019,Chinatown,5162
12/9/2019,Community College,4956
12/9/2019,Copley,10971
12/9/2019,Courthouse,3627
12/9/2019,Davis,9958
12/9/2019,Downtown Crossing,23815
12/9/2019,Fields Corner,4940
12/9/2019,Forest Hills,12691
12/9/2019,Government Center,7611
12/9/2019,Green Street,3117
12/9/2019,Harvard,16414
12/9/2019,Haymarket,8636
12/9/2019,Hynes Convention Center,6806
12/9/2019,Jackson Square,5175
12/9/2019,JFK/Umass,8917
12/9/2019,Kendall/MIT,17940
12/9/2019,Kenmore,5961
12/9/2019,Lechmere,5626
12/9/2019,Malden Center,10864
12/9/2019,Massachusetts Ave.,5552
12/9/2019,Maverick,11149
12/9/2019,North Quincy,5719
12/9/2019,North Station,21133
12/9/2019,Oak Grove,6536
12/9/2019,Orient Heights,4384
12/9/2019,Park Street,15486
12/9/2019,Porter,8275
12/9/2019,Prudential,3339
12/9/2019,Quincy Adams,4067
12/9/2019,Quincy Center,7277
12/9/2019,Revere Beach,2759
12/9/2019,Riverside,1469
12/9/2019,Roxbury Crossing,4781
12/9/2019,Ruggles,9113
12/9/2019,Savin Hill,2161
12/9/2019,Science Park,690
12/9/2019,Shawmut,2183
12/9/2019,South Station,25572
12/9/2019,State Street,14496
12/9/2019,Stony Brook,3423
12/9/2019,Suffolk Downs,684
12/9/2019,Sullivan Square,8257
12/9/2019,Symphony,1699
12/9/2019,Tufts Medical Center,6085
12/9/2019,Wellington,7562
12/9/2019,Wollaston,3347
12/9/2019,Wonderland,6912
12/9/2019,Wood Island,1970
12/9/2019,World Trade Center,276
12/10/2019,Airport,7614
12/10/2019,Alewife,11951
12/10/2019,Andrew,5810
12/10/2019,Aquarium,4425
12/10/2019,Arlington,7406
12/10/2019,Ashmont,9514
12/10/2019,Assembly,4212
12/10/2019,Back Bay,17609
12/10/2019,Beachmont,3506
12/10/2019,Bowdoin,2429
12/10/2019,Boylston,5998
12/10/2019,Braintree,4449
12/10/2019,Broadway,6494
12/10/2019,Central,15579
12/10/2019,Charles/MGH,10699
12/10/2019,Chinatown,5943
12/10/2019,Community College,5159
12/10/2019,Copley,11943
12/10/2019,Courthouse,3911
12/10/2019,Davis,12451
12/10/2019,Downtown Crossing,26217
12/10/2019,Fields Corner,5265
12/10/2019,Forest Hills,13469
12/10/2019,Government Center,7445
12/10/2019,Green Street,3318
12/10/2019,Harvard,17810
12/10/2019,Haymarket,9302
12/10/2019,Hynes Convention Center,7909
12/10/2019,Jackson Square,5562
12/10/2019,JFK/Umass,9439
12/10/2019,Kendall/MIT,18440
12/10/2019,Kenmore,6545
12/10/2019,Lechmere,5877
12/10/2019,Malden Center,11615
12/10/2019,Massachusetts Ave.,6009
12/10/2019,Maverick,11735
12/10/2019,North Quincy,6396
12/10/2019,North Station,17309
12/10/2019,Oak Grove,6692
12/10/2019,Orient Heights,4768
12/10/2019,Park Street,18180
12/10/2019,Porter,9141
12/10/2019,Prudential,3492
12/10/2019,Quincy Adams,4250
12/10/2019,Quincy Center,7906
12/10/2019,Revere Beach,3170
12/10/2019,Riverside,1484
12/10/2019,Roxbury Crossing,5099
12/10/2019,Ruggles,9684
12/10/2019,Savin Hill,2192
12/10/2019,Science Park,722
12/10/2019,Shawmut,2414
12/10/2019,South Station,24609
12/10/2019,State Street,15494
12/10/2019,Stony Brook,3592
12/10/2019,Suffolk Downs,778
12/10/2019,Sullivan Square,8522
12/10/2019,Symphony,1737
12/10/2019,Tufts Medical Center,6678
12/10/2019,Wellington,7813
12/10/2019,Wollaston,3237
12/10/2019,Wonderland,6610
12/10/2019,Wood Island,2132
12/10/2019,World Trade Center,863
12/11/2019,Airport,7458
12/11/2019,Alewife,11755
12/11/2019,Andrew,5630
12/11/2019,Aquarium,4376
12/11/2019,Arlington,6863
12/11/2019,Ashmont,8847
12/11/2019,Assembly,3974
12/11/2019,Back Bay,15143
12/11/2019,Beachmont,3360
12/11/2019,Bowdoin,2402
12/11/2019,Boylston,5816
12/11/2019,Braintree,4343
12/11/2019,Broadway,6510
12/11/2019,Central,16533
12/11/2019,Charles/MGH,10669
12/11/2019,Chinatown,5582
12/11/2019,Community College,4950
12/11/2019,Copley,12140
12/11/2019,Courthouse,3720
12/11/2019,Davis,12159
12/11/2019,Downtown Crossing,25148
12/11/2019,Fields Corner,4930
12/11/2019,Forest Hills,13093
12/11/2019,Government Center,7735
12/11/2019,Green Street,3178
12/11/2019,Harvard,17981
12/11/2019,Haymarket,9308
12/11/2019,Hynes Convention Center,7928
12/11/2019,Jackson Square,5302
12/11/2019,JFK/Umass,9165
12/11/2019,Kendall/MIT,17453
12/11/2019,Kenmore,6672
12/11/2019,Lechmere,5870
12/11/2019,Malden Center,11183
12/11/2019,Massachusetts Ave.,5908
12/11/2019,Maverick,11446
12/11/2019,North Quincy,5771
12/11/2019,North Station,17662
12/11/2019,Oak Grove,6439
12/11/2019,Orient Heights,4673
12/11/2019,Park Street,17204
12/11/2019,Porter,9247
12/11/2019,Prudential,3531
12/11/2019,Quincy Adams,4039
12/11/2019,Quincy Center,7441
12/11/2019,Revere Beach,3097
12/11/2019,Riverside,1100
12/11/2019,Roxbury Crossing,4962
12/11/2019,Ruggles,9463
12/11/2019,Savin Hill,2201
12/11/2019,Science Park,679
12/11/2019,Shawmut,2330
12/11/2019,South Station,25324
12/11/2019,State Street,13894
12/11/2019,Stony Brook,3493
12/11/2019,Suffolk Downs,786
12/11/2019,Sullivan Square,8201
12/11/2019,Symphony,1978
12/11/2019,Tufts Medical Center,6477
12/11/2019,Wellington,7360
12/11/2019,Wollaston,3187
12/11/2019,Wonderland,7168
12/11/2019,Wood Island,2092
12/11/2019,World Trade Center,942
12/12/2019,Airport,7951
12/12/2019,Alewife,12321
12/12/2019,Andrew,5882
12/12/2019,Aquarium,4713
12/12/2019,Arlington,7592
12/12/2019,Ashmont,9011
12/12/2019,Assembly,4389
12/12/2019,Back Bay,17110
12/12/2019,Beachmont,3458
12/12/2019,Bowdoin,2514
12/12/2019,Boylston,6491
12/12/2019,Braintree,4601
12/12/2019,Broadway,6743
12/12/2019,Central,16923
12/12/2019,Charles/MGH,11661
12/12/2019,Chinatown,6014
12/12/2019,Community College,5067
12/12/2019,Copley,12877
12/12/2019,Courthouse,3933
12/12/2019,Davis,12815
12/12/2019,Downtown Crossing,26312
12/12/2019,Fields Corner,5199
12/12/2019,Forest Hills,13454
12/12/2019,Government Center,8342
12/12/2019,Green Street,3345
12/12/2019,Harvard,17806
12/12/2019,Haymarket,10028
12/12/2019,Hynes Convention Center,8003
12/12/2019,Jackson Square,5642
12/12/2019,JFK/Umass,9339
12/12/2019,Kendall/MIT,17853
12/12/2019,Kenmore,7243
12/12/2019,Lechmere,6334
12/12/2019,Malden Center,11374
12/12/2019,Massachusetts Ave.,5942
12/12/2019,Maverick,12150
12/12/2019,North Quincy,6257
12/12/2019,North Station,21359
12/12/2019,Oak Grove,6830
12/12/2019,Orient Heights,4782
12/12/2019,Park Street,17899
12/12/2019,Porter,9142
12/12/2019,Prudential,3733
12/12/2019,Quincy Adams,4245
12/12/2019,Quincy Center,7851
12/12/2019,Revere Beach,3239
12/12/2019,Riverside,1286
12/12/2019,Roxbury Crossing,5007
12/12/2019,Ruggles,9391
12/12/2019,Savin Hill,2406
12/12/2019,Science Park,795
12/12/2019,Shawmut,2465
12/12/2019,South Station,26934
12/12/2019,State Street,14464
12/12/2019,Stony Brook,3589
12/12/2019,Suffolk Downs,812
12/12/2019,Sullivan Square,8776
12/12/2019,Symphony,1914
12/12/2019,Tufts Medical Center,6945
12/12/2019,Wellington,8141
12/12/2019,Wollaston,3417
12/12/2019,Wonderland,7210
12/12/2019,Wood Island,2147
12/12/2019,World Trade Center,1441
12/13/2019,Airport,7870
12/13/2019,Alewife,10822
12/13/2019,Andrew,5377
12/13/2019,Aquarium,4573
12/13/2019,Arlington,6684
12/13/2019,Ashmont,8573
12/13/2019,Assembly,4101
12/13/2019,Back Bay,15946
12/13/2019,Beachmont,3338
12/13/2019,Bowdoin,2300
12/13/2019,Boylston,6564
12/13/2019,Braintree,4239
12/13/2019,Broadway,5413
12/13/2019,Central,14233
12/13/2019,Charles/MGH,9100
12/13/2019,Chinatown,5768
12/13/2019,Community College,3721
12/13/2019,Copley,12515
12/13/2019,Courthouse,3371
12/13/2019,Davis,11785
12/13/2019,Downtown Crossing,24671
12/13/2019,Fields Corner,5079
12/13/2019,Forest Hills,12859
12/13/2019,Government Center,7720
12/13/2019,Green Street,3340
12/13/2019,Harvard,15914
12/13/2019,Haymarket,11380
12/13/2019,Hynes Convention Center,7841
12/13/2019,Jackson Square,5642
12/13/2019,JFK/Umass,8259
12/13/2019,Kendall/MIT,15151
12/13/2019,Kenmore,6957
12/13/2019,Lechmere,5896
12/13/2019,Malden Center,10778
12/13/2019,Massachusetts Ave.,5785
12/13/2019,Maverick,12062
12/13/2019,North Quincy,5463
12/13/2019,North Station,18259
12/13/2019,Oak Grove,6255
12/13/2019,Orient Heights,4631
12/13/2019,Park Street,17037
12/13/2019,Porter,7975
12/13/2019,Prudential,3723
12/13/2019,Quincy Adams,3639
12/13/2019,Quincy Center,6855
12/13/2019,Revere Beach,3219
12/13/2019,Riverside,1246
12/13/2019,Roxbury Crossing,4638
12/13/2019,Ruggles,8669
12/13/2019,Savin Hill,2127
12/13/2019,Science Park,828
12/13/2019,Shawmut,2230
12/13/2019,South Station,21708
12/13/2019,State Street,13303
12/13/2019,Stony Brook,3473
12/13/2019,Suffolk Downs,799
12/13/2019,Sullivan Square,8341
12/13/2019,Symphony,1963
12/13/2019,Tufts Medical Center,6218
12/13/2019,Wellington,5115
12/13/2019,Wollaston,3205
12/13/2019,Wonderland,6829
12/13/2019,Wood Island,2139
12/13/2019,World Trade Center,668
12/14/2019,Airport,4988
12/14/2019,Aquarium,2930
12/14/2019,Arlington,2852
12/14/2019,Assembly,2849
12/14/2019,Back Bay,6382
12/14/2019,Beachmont,1757
12/14/2019,Bowdoin,714
12/14/2019,Boylston,4297
12/14/2019,Braintree,1188
12/14/2019,Chinatown,3519
12/14/2019,Community College,1396
12/14/2019,Copley,7377
12/14/2019,Courthouse,907
12/14/2019,Downtown Crossing,7670
12/14/2019,Forest Hills,5674
12/14/2019,Government Center,6505
12/14/2019,Green Street,1354
12/14/2019,Harvard,66
12/14/2019,Haymarket,6720
12/14/2019,Hynes Convention Center,5690
12/14/2019,Jackson Square,2759
12/14/2019,Kenmore,6248
12/14/2019,Lechmere,3947
12/14/2019,Malden Center,4794
12/14/2019,Massachusetts Ave.,3086
12/14/2019,Maverick,7205
12/14/2019,North Quincy,2
12/14/2019,North Station,6765
12/14/2019,Oak Grove,2252
12/14/2019,Orient Heights,2595
12/14/2019,Park Street,9527
12/14/2019,Porter,2302
12/14/2019,Prudential,2387
12/14/2019,Revere Beach,1854
12/14/2019,Riverside,471
12/14/2019,Roxbury Crossing,1973
12/14/2019,Ruggles,3449
12/14/2019,Science Park,341
12/14/2019,South Station,15
12/14/2019,State Street,4864
12/14/2019,Stony Brook,1740
12/14/2019,Suffolk Downs,447
12/14/2019,Sullivan Square,4270
12/14/2019,Symphony,1262
12/14/2019,Tufts Medical Center,2436
12/14/2019,Wellington,3200
12/14/2019,Wonderland,3194
12/14/2019,Wood Island,1096
12/14/2019,World Trade Center,185
12/15/2019,Airport,4529
12/15/2019,Aquarium,2127
12/15/2019,Arlington,2159
12/15/2019,Assembly,2345
12/15/2019,Back Bay,4729
12/15/2019,Beachmont,1330
12/15/2019,Bowdoin,573
12/15/2019,Boylston,3869
12/15/2019,Braintree,189
12/15/2019,Broadway,10
12/15/2019,Chinatown,3097
12/15/2019,Community College,990
12/15/2019,Copley,5756
12/15/2019,Courthouse,739
12/15/2019,Downtown Crossing,6231
12/15/2019,Forest Hills,4181
12/15/2019,Government Center,4079
12/15/2019,Green Street,925
12/15/2019,Harvard,83
12/15/2019,Haymarket,4340
12/15/2019,Hynes Convention Center,4285
12/15/2019,Jackson Square,2098
12/15/2019,Kenmore,4555
12/15/2019,Lechmere,2792
12/15/2019,Malden Center,3547
12/15/2019,Massachusetts Ave.,2363
12/15/2019,Maverick,5525
12/15/2019,North Quincy,118
12/15/2019,North Station,6055
12/15/2019,Oak Grove,1634
12/15/2019,Orient Heights,1881
12/15/2019,Park Street,7692
12/15/2019,Prudential,2064
12/15/2019,Revere Beach,1448
12/15/2019,Riverside,407
12/15/2019,Roxbury Crossing,1375
12/15/2019,Ruggles,2489
12/15/2019,Science Park,280
12/15/2019,South Station,52
12/15/2019,State Street,3586
12/15/2019,Stony Brook,1169
12/15/2019,Suffolk Downs,325
12/15/2019,Sullivan Square,3182
12/15/2019,Symphony,1194
12/15/2019,Tufts Medical Center,1901
12/15/2019,Wellington,2688
12/15/2019,Wonderland,2484
12/15/2019,Wood Island,944
12/15/2019,World Trade Center,128
12/16/2019,Airport,7523
12/16/2019,Alewife,11497
12/16/2019,Andrew,5593
12/16/2019,Aquarium,4370
12/16/2019,Arlington,6819
12/16/2019,Ashmont,8733
12/16/2019,Assembly,4094
12/16/2019,Back Bay,15809
12/16/2019,Beachmont,3234
12/16/2019,Bowdoin,2319
12/16/2019,Boylston,5288
12/16/2019,Braintree,4293
12/16/2019,Broadway,6194
12/16/2019,Central,13756
12/16/2019,Charles/MGH,10197
12/16/2019,Chinatown,5452
12/16/2019,Community College,4581
12/16/2019,Copley,11261
12/16/2019,Courthouse,3532
12/16/2019,Davis,11699
12/16/2019,Downtown Crossing,25211
12/16/2019,Fields Corner,5007
12/16/2019,Forest Hills,12590
12/16/2019,Government Center,7724
12/16/2019,Green Street,3044
12/16/2019,Harvard,16500
12/16/2019,Haymarket,9400
12/16/2019,Hynes Convention Center,7020
12/16/2019,Jackson Square,4853
12/16/2019,JFK/Umass,6857
12/16/2019,Kendall/MIT,17541
12/16/2019,Kenmore,6113
12/16/2019,Lechmere,5805
12/16/2019,Malden Center,10737
12/16/2019,Massachusetts Ave.,5273
12/16/2019,Maverick,11234
12/16/2019,North Quincy,5742
12/16/2019,North Station,15767
12/16/2019,Oak Grove,6426
12/16/2019,Orient Heights,4503
12/16/2019,Park Street,16119
12/16/2019,Porter,8777
12/16/2019,Prudential,3284
12/16/2019,Quincy Adams,3732
12/16/2019,Quincy Center,7338
12/16/2019,Revere Beach,2750
12/16/2019,Riverside,1319
12/16/2019,Roxbury Crossing,4570
12/16/2019,Ruggles,7620
12/16/2019,Savin Hill,2118
12/16/2019,Science Park,576
12/16/2019,Shawmut,2163
12/16/2019,South Station,25183
12/16/2019,State Street,14644
12/16/2019,Stony Brook,3341
12/16/2019,Suffolk Downs,700
12/16/2019,Sullivan Square,7980
12/16/2019,Symphony,1527
12/16/2019,Tufts Medical Center,6094
12/16/2019,Wellington,7115
12/16/2019,Wollaston,3314
12/16/2019,Wonderland,6874
12/16/2019,Wood Island,2028
12/16/2019,World Trade Center,733
12/17/2019,Airport,7046
12/17/2019,Alewife,10468
12/17/2019,Andrew,5214
12/17/2019,Aquarium,4053
12/17/2019,Arlington,7017
12/17/2019,Ashmont,8456
12/17/2019,Assembly,3745
12/17/2019,Back Bay,15538
12/17/2019,Beachmont,3104
12/17/2019,Bowdoin,2402
12/17/2019,Boylston,5547
12/17/2019,Braintree,4235
12/17/2019,Broadway,6079
12/17/2019,Central,14267
12/17/2019,Charles/MGH,10706
12/17/2019,Chinatown,4802
12/17/2019,Community College,4182
12/17/2019,Copley,11079
12/17/2019,Courthouse,3942
12/17/2019,Davis,11619
12/17/2019,Downtown Crossing,24149
12/17/2019,Fields Corner,4569
12/17/2019,Forest Hills,12314
12/17/2019,Government Center,7330
12/17/2019,Green Street,3041
12/17/2019,Harvard,16779
12/17/2019,Haymarket,8957
12/17/2019,Hynes Convention Center,7002
12/17/2019,Jackson Square,5034
12/17/2019,JFK/Umass,6772
12/17/2019,Kendall/MIT,16966
12/17/2019,Kenmore,5981
12/17/2019,Lechmere,5586
12/17/2019,Malden Center,10019
12/17/2019,Massachusetts Ave.,5196
12/17/2019,Maverick,10555
12/17/2019,North Quincy,5343
12/17/2019,North Station,19977
12/17/2019,Oak Grove,5642
12/17/2019,Orient Heights,4245
12/17/2019,Park Street,14906
12/17/2019,Porter,8443
12/17/2019,Prudential,3622
12/17/2019,Quincy Adams,3724
12/17/2019,Quincy Center,6800
12/17/2019,Revere Beach,2517
12/17/2019,Riverside,1208
12/17/2019,Roxbury Crossing,4313
12/17/2019,Ruggles,7534
12/17/2019,Savin Hill,2070
12/17/2019,Science Park,503
12/17/2019,Shawmut,2176
12/17/2019,South Station,24418
12/17/2019,State Street,13912
12/17/2019,Stony Brook,3341
12/17/2019,Suffolk Downs,623
12/17/2019,Sullivan Square,8029
12/17/2019,Symphony,1532
12/17/2019,Tufts Medical Center,6166
12/17/2019,Wellington,6762
12/17/2019,Wollaston,3149
12/17/2019,Wonderland,6529
12/17/2019,Wood Island,1914
12/17/2019,World Trade Center,782
12/18/2019,Airport,7347
12/18/2019,Alewife,11537
12/18/2019,Andrew,4996
12/18/2019,Aquarium,4519
12/18/2019,Arlington,7125
12/18/2019,Ashmont,8845
12/18/2019,Assembly,4206
12/18/2019,Back Bay,15277
12/18/2019,Beachmont,3356
12/18/2019,Bowdoin,2179
12/18/2019,Boylston,4907
12/18/2019,Braintree,4394
12/18/2019,Broadway,6370
12/18/2019,Central,15756
12/18/2019,Charles/MGH,10854
12/18/2019,Chinatown,5397
12/18/2019,Community College,3766
12/18/2019,Copley,11965
12/18/2019,Courthouse,3676
12/18/2019,Davis,11839
12/18/2019,Downtown Crossing,25782
12/18/2019,Fields Corner,5048
12/18/2019,Forest Hills,12820
12/18/2019,Government Center,7961
12/18/2019,Green Street,3168
12/18/2019,Harvard,17036
12/18/2019,Haymarket,9442
12/18/2019,Hynes Convention Center,7594
12/18/2019,Jackson Square,5367
12/18/2019,JFK/Umass,6946
12/18/2019,Kendall/MIT,17867
12/18/2019,Kenmore,6624
12/18/2019,Lechmere,6088
12/18/2019,Malden Center,10814
12/18/2019,Massachusetts Ave.,5354
12/18/2019,Maverick,11463
12/18/2019,North Quincy,5889
12/18/2019,North Station,17225
12/18/2019,Oak Grove,6457
12/18/2019,Orient Heights,4514
12/18/2019,Park Street,17107
12/18/2019,Porter,9023
12/18/2019,Prudential,3396
12/18/2019,Quincy Adams,3944
12/18/2019,Quincy Center,7303
12/18/2019,Revere Beach,2914
12/18/2019,Riverside,1346
